"incident_county","incident_name","incident_acres_burned","incident_latitude","incident_longitude","incident_type","incident_date_created","incident_dateonly_created","created_year","created_month","incident_date_extinguished","incident_dateonly_extinguished","incident_id"
"San Bernardino","Lucerne Fire","419","34.45196","-117.03341","Wildfire","2024-07-06 08:24:26-07","2024-07-06","2024","7","2024-07-08 10:00:46-07","2024-07-08","7701bdad-0622-432c-a822-1d6bf6de8c2d"
"Modoc","North Fire","4685","41.256864","-120.503588","Wildfire","2024-07-07 08:38:45-07","2024-07-07","2024","7","2024-07-14 15:44:26-07","2024-07-14","f2edef16-123c-47df-8cfb-5822aaa4e6eb"
"Riverside","Pauba Fire","101","33.485557","-117.02173","Wildfire","2024-07-12 06:31:45-07","2024-07-12","2024","7","2024-07-14 15:55:17-07","2024-07-14","6ba3ef43-a6ad-486d-8df8-ec24dfdcbfff"
"Siskiyou","Bogus Fire","411","41.884429","-122.392257","Wildfire","2024-07-08 09:02:48-07","2024-07-08","2024","7","2024-07-15 15:35:23-07","2024-07-15","1d2f4147-5768-4f7a-b777-42f72c9d75b4"
"Inyo","Quality Fire","51","36.576457","-118.057587","Wildfire","2024-07-13 11:17:30-07","2024-07-13","2024","7","2024-07-16 15:16:59-07","2024-07-16","8ff00a3e-f9a6-4c09-8aa0-5549f351312f"
"Kern","Willow Fire","175","34.92221","-118.257558","Wildfire","2024-07-16 10:04:46-07","2024-07-16","2024","7","2024-07-19 12:02:52-07","2024-07-19","f27ffd72-b167-4212-a4f9-a8f8099469e0"
"Kern","5 Fire","348","35.784624","-119.779871","Wildfire","2024-07-15 09:26:26-07","2024-07-15","2024","7","2024-07-19 12:03:08-07","2024-07-19","d226687e-93d2-48ad-a17a-acbee0ac4efc"
"San Diego","Sloane Fire","14","32.773489","-116.803223","Wildfire","2024-07-17 10:17:53-07","2024-07-17","2024","7","2024-07-19 14:22:03-07","2024-07-19","2fedc823-b47c-4edb-8993-600bf99e2122"
"Kern","Laura Fire","77","35.56702","-118.40739","Wildfire","2024-07-14 06:35:28-07","2024-07-14","2024","7","2024-07-19 15:39:43-07","2024-07-19","52f6d338-b396-418c-bff2-17c8ba9412fb"
"San Benito","Panoche Fire","37","36.606754","-120.876583","Wildfire","2024-07-19 04:46:31-07","2024-07-19","2024","7","2024-07-19 15:41:18-07","2024-07-19","f6ef4321-1db2-479e-a658-09174fb579cd"
"Fresno","Basin Fire","14023","36.868064","-119.110336","Wildfire","2024-06-26 03:29:31-07","2024-06-26","2024","6","2024-07-20 15:10:12-07","2024-07-20","9226f0ee-ae1d-4ca7-8a21-9390b6215c85"
"Kern","Lost Hills Fire","4032","35.636093","-119.669093","Wildfire","2024-07-14 15:03:15-07","2024-07-14","2024","7","2024-07-20 15:10:32-07","2024-07-20","60b0ba42-478d-4089-8a27-43b33accb9ed"
"Los Angeles","Deer Fire","272","34.5938959","-118.063529","Wildfire","2024-07-19 08:57:35-07","2024-07-19","2024","7","2024-07-20 15:10:48-07","2024-07-20","d24167a5-911d-433a-a1ba-cef5dca6aeb0"
"Tulare","Ducor 2 Fire","142","35.96289","-119.0507","Wildfire","2024-07-18 10:35:22-07","2024-07-18","2024","7","2024-07-20 15:11:37-07","2024-07-20","b952f0cd-8fc8-4877-bf93-a45d80474372"
"San Joaquin","Liberty Fire","104","38.2391935","-121.0869519","Wildfire","2024-07-19 07:27:56-07","2024-07-19","2024","7","2024-07-20 15:11:55-07","2024-07-20","fd9d5a58-d9d5-4904-90d0-0d85f3d6231e"
"Modoc","Point Fire","298","41.7975","-121.369","Wildfire","2024-07-15 11:26:31-07","2024-07-15","2024","7","2024-07-20 15:12:20-07","2024-07-20","92340f74-78cc-4fe6-960b-eac31e21340c"
"Fresno","Dorado Fire","43","36.29802","-120.211458","Wildfire","2024-07-18 14:38:48-07","2024-07-18","2024","7","2024-07-20 15:12:52-07","2024-07-20","888e269f-348c-47ce-8ed6-d95267d1dd9b"
"Mendocino","Rios Fire","6","39.635533","-123.344954","Wildfire","2024-07-20 10:51:09-07","2024-07-20","2024","7","2024-07-21 03:03:53-07","2024-07-21","008caaaa-8cea-4fb6-97a7-4cb95d750f0d"
"Siskiyou","Donomore Fire","35","42.0083","-122.90457","Wildfire","2024-07-16 09:56:10-07","2024-07-16","2024","7","2024-07-21 03:49:29-07","2024-07-21","aeab6c71-3acc-4c35-b6e4-4c171a33af62"
"San Bernardino","Abbey Fire","10","34.083439","-117.139626","Wildfire","2024-07-19 08:27:42-07","2024-07-19","2024","7","2024-07-21 03:49:48-07","2024-07-21","73ee0e93-b35e-43a0-9475-8a45aacbae1c"
"Placer","Lehi Fire","9","38.8807773","-121.156605","Wildfire","2024-07-19 11:18:33-07","2024-07-19","2024","7","2024-07-21 03:50:06-07","2024-07-21","903c80ce-5474-4a5a-95f9-e5862b2856f1"
"Calaveras","Coyote Fire","203","38.031044","-120.852597","Wildfire","2024-07-20 11:23:13-07","2024-07-20","2024","7","2024-07-21 07:18:57-07","2024-07-21","59ae65d6-def2-4848-8cad-5ebec969cc16"
"Riverside","Tin Fire","125","33.847742","-117.461546","Wildfire","2024-07-20 10:15:07-07","2024-07-20","2024","7","2024-07-21 10:30:11-07","2024-07-21","dec6ffd5-3d2f-4357-9711-dab662722c58"
"Madera","Lookout Fire","11","37.3137","-119.6859","Wildfire","2024-07-19 15:43:07-07","2024-07-19","2024","7","2024-07-21 13:24:11-07","2024-07-21","e02d609f-2db6-42a9-b929-368c1ffe018c"
"Lassen","Horse Fire (Previously 3-7)","42","40.9067636","-121.179979","Wildfire","2024-07-13 11:21:03-07","2024-07-13","2024","7","2024-07-22 15:53:14-07","2024-07-22","5f6960bc-d915-41c0-8cf0-0a3b7f0af755"
"Santa Barbara","Wasioja Fire","70","34.9842984","-119.782853","Wildfire","2024-07-21 12:03:00-07","2024-07-21","2024","7","2024-07-23 06:58:14-07","2024-07-23","88190b2c-eb3e-4293-9a01-a18df2517dae"
"Siskiyou","Harry Fire","10","41.673939","-122.369802","Wildfire","2024-07-23 09:28:05-07","2024-07-23","2024","7","2024-07-25 05:15:21-07","2024-07-25","46a2ab3e-8d76-4f30-8453-248c47b99624"
"Madera","Acres Fire","10","37.081853","-120.074549","Wildfire","2024-07-23 14:09:54-07","2024-07-23","2024","7","2024-07-25 05:15:44-07","2024-07-25","d524998a-1423-4088-a562-b5b511b6457b"
"San Diego","Border 63 Fire","12","32.59738","-116.568589","Wildfire","2024-07-23 02:56:42-07","2024-07-23","2024","7","2024-07-25 05:16:06-07","2024-07-25","1fb7abf0-6d39-4453-8507-4ba02c7489b3"
"Stanislaus","Canyon Fire","15","37.47012","-121.24303","Wildfire","2024-07-21 10:51:04-07","2024-07-21","2024","7","2024-07-25 05:16:25-07","2024-07-25","ff69211f-e39d-4974-8396-c50a46821bb5"
"Modoc","Horse Fire","13","41.742143","-121.304529","Wildfire","2024-07-24 06:43:25-07","2024-07-24","2024","7","2024-07-25 05:20:21-07","2024-07-25","55424dca-0bf0-48c6-a7d3-e892b8e7fafe"
"Riverside","Hawarden Fire","527","33.9278521","-117.3727011","Wildfire","2024-07-21 06:37:01-07","2024-07-21","2024","7","2024-07-25 16:06:23-07","2024-07-25","130dd62c-2276-4356-9524-562236bfaff8"
"Madera","Circle Fire","49","37.152487","-119.65963","Wildfire","2024-07-23 05:36:19-07","2024-07-23","2024","7","2024-07-25 16:06:44-07","2024-07-25","07237a37-5e0e-44f9-9255-7442bd596f77"
"Butte","Pentz Fire","40","39.638817","-121.680996","Wildfire","2024-07-24 12:33:53-07","2024-07-24","2024","7","2024-07-25 16:07:01-07","2024-07-25","c1545163-959e-4258-848c-3ffde697345a"
"San Bernardino","Lawton Fire","17","34.042687","-117.26745","Wildfire","2024-07-25 07:17:27-07","2024-07-25","2024","7","2024-07-25 16:07:45-07","2024-07-25","1542dc82-a61e-40fe-b01b-33dc2dc26773"
"Calaveras","Cosgrove Fire","12","38.222987","-120.802822","Wildfire","2024-07-27 07:49:12-07","2024-07-27","2024","7","2024-07-28 15:26:34-07","2024-07-28","7f2f64d4-8a53-44a3-b2fd-043ce5857574"
"Sonoma","Flora Fire","36","38.590922","-122.768983","Wildfire","2024-07-24 09:41:23-07","2024-07-24","2024","7","2024-07-28 15:29:06-07","2024-07-28","a40b4b2d-54ea-4aa7-8fa0-528c91bc8424"
"Calaveras","Maria Fire","71","38.2856696","-120.656662","Wildfire","2024-07-22 17:29:55-07","2024-07-23","2024","7","2024-07-28 15:30:18-07","2024-07-28","5002319c-73be-49c6-bd3e-ee8a2275b437"
"Riverside","Macy Fire","145","33.656742","-117.383235","Wildfire","2024-07-25 10:43:22-07","2024-07-25","2024","7","2024-07-28 15:31:05-07","2024-07-28","0b9dcedc-4ba1-41d3-bd28-e3f794253336"
"Lake","Acorn Fire","151","39.140133","-122.87667","Wildfire","2024-07-25 05:54:34-07","2024-07-25","2024","7","2024-07-28 15:31:51-07","2024-07-28","c6511dca-4499-4bd1-9699-d7ae0ab5a588"
"Mono","Cow Camp Fire","292","38.300167","-119.074167","Wildfire","2024-07-23 08:40:13-07","2024-07-23","2024","7","2024-07-28 15:32:39-07","2024-07-28","852ed4e7-2505-41dc-9070-a71a0dce290a"
"Los Angeles","Fork Fire","301","34.239686","-117.76113","Wildfire","2024-07-19 08:23:05-07","2024-07-19","2024","7","2024-07-28 15:33:39-07","2024-07-28","d3a2cf16-c3b9-499d-a6c7-4b8875998bb9"
"Alameda","Flynn Fire","389","37.724532","-121.69605","Wildfire","2024-07-25 14:48:20-07","2024-07-25","2024","7","2024-07-28 15:34:42-07","2024-07-28","2e22d229-d659-4405-ba5b-6218fa1d8e57"
"Modoc","Pencil Fire","396","41.80078","-120.519727","Wildfire","2024-07-22 07:16:21-07","2024-07-22","2024","7","2024-07-28 15:35:49-07","2024-07-28","e3b62ab2-1900-45e2-a3c9-bbe45d96379a"
"San Diego","Grove 2 Fire","863","33.409448","-116.741601","Wildfire","2024-07-24 06:12:32-07","2024-07-24","2024","7","2024-07-28 15:36:35-07","2024-07-28","e35176e8-fbe8-451a-ba16-3bdddb7b83e0"
"Tehama","Cougar Fire","9","40.002008","-122.404759","Wildfire","2024-07-29 09:20:54-07","2024-07-29","2024","7","2024-07-31 15:39:18-07","2024-07-31","67dfa6fa-3981-43a8-bed6-038556f64840"
"San Luis Obispo","Eagle Fire","11","35.7205881","-120.561774","Wildfire","2024-07-30 06:14:59-07","2024-07-30","2024","7","2024-07-31 15:42:09-07","2024-07-31","5036da8f-717a-4a81-88b2-8d719d2c19e3"
"Mendocino","Riley Fire","12","39.418982","-123.590238","Wildfire","2024-07-27 03:47:34-07","2024-07-27","2024","7","2024-07-31 15:46:17-07","2024-07-31","3f6feca8-33d6-4a2f-ac4f-163cd64c2821"
"Santa Barbara","Lake Fire","38664","34.785","-120.044833","Wildfire","2024-07-05 08:48:46-07","2024-07-05","2024","7","2024-08-04 16:07:45-07","2024-08-04","bc6db02b-254b-4857-9bd9-2ec52580960e"
"Plumas","Gold Complex","3007","39.726014","-120.535158","Wildfire","2024-07-22 07:34:07-07","2024-07-22","2024","7","2024-08-04 16:08:08-07","2024-08-04","8ef9f3d7-125c-42a3-8654-f11eacb30b9d"
"Los Angeles","Burbank Fire ","75","34.172602","-118.475521","Wildfire","2024-08-03 10:11:53-07","2024-08-03","2024","8","2024-08-04 16:08:34-07","2024-08-04","59e1a0fb-d5df-4c79-b35e-ff9bb3823b16"
"Merced","Kahlon Fire","17","37.181034","-120.32559","Wildfire","2024-08-13 09:00:58-07","2024-08-13","2024","8","2024-08-13 14:49:53-07","2024-08-13","5e835ec5-e5aa-4fb7-bf45-0d437e73fcdf"
"Contra Costa","Bruns Fire","25","37.809344","-121.604861","Wildfire","2024-08-14 04:33:29-07","2024-08-14","2024","8","2024-08-13 17:00:00-07","2024-08-14","32a55d22-1435-4014-a3c9-9cdaaaadac9f"
"Lake","Reservoir Fire","68","39.07015","-122.509941","Wildfire","2024-08-12 07:03:25-07","2024-08-12","2024","8","2024-08-13 17:00:00-07","2024-08-14","379a65b6-ab70-44c9-bf5c-9e175516dddd"
"Humboldt, Trinity","Hill Fire","7224","40.7721611","-123.63975","Wildfire","2024-07-16 04:05:51-07","2024-07-16","2024","7","2024-08-13 21:48:59-07","2024-08-14","915d22c2-22e8-4720-a486-196e23f31150"
"Kern","Blue Fire","427","35.33324","-118.419612","Wildfire","2024-08-10 11:25:52-07","2024-08-10","2024","8","2024-08-13 21:50:10-07","2024-08-14","d9b21406-7000-42b7-bed6-7bd26a8d64a7"
"Shasta","Lower Fire","110","40.581893","-122.449341","Wildfire","2024-08-10 08:55:31-07","2024-08-10","2024","8","2024-08-13 21:51:10-07","2024-08-14","cc78abb3-6b9f-4285-93c4-0466946916d2"
"Los Angeles","Moon Fire","15","34.284624","-117.8406047","Wildfire","2024-08-13 07:08:09-07","2024-08-13","2024","8","2024-08-14 03:14:00-07","2024-08-14","b50cc0ce-29f2-4300-9014-747d94b7a5e4"
"San Diego","Anita Fire","20","32.717599","-116.927749","Wildfire","2024-08-12 07:22:48-07","2024-08-12","2024","8","2024-08-15 15:03:16-07","2024-08-15","4e768968-bce1-45ea-b5f1-a28d75679300"
"Marin","Queenstone Fire","18","38.043415","-122.562044","Wildfire","2024-08-13 00:31:00-07","2024-08-13","2024","8","2024-08-15 15:03:38-07","2024-08-15","198ef9d9-1f09-44fe-bced-8640414f3f5e"
"San Bernardino","Marco Fire","65","34.475777","-117.463332","Wildfire","2024-08-16 08:32:25-07","2024-08-16","2024","8","2024-08-18 14:20:59-07","2024-08-18","4440cc32-aa1c-4cc4-ab03-69f38c10775a"
"San Diego","Papa Fire","60","33.3073021","-117.368598","Wildfire","2024-08-13 07:52:53-07","2024-08-13","2024","8","2024-08-18 14:21:34-07","2024-08-18","5f07097a-1deb-44b9-bf44-4a7b78c54749"
"Riverside","White Fire","13","33.922735","-116.650391","Wildfire","2024-08-14 06:11:03-07","2024-08-14","2024","8","2024-08-18 14:22:57-07","2024-08-18","8acc2c5c-d96a-4197-8b87-354bb9a6915f"
"Alameda","Livermore Fire","16","37.665174","-121.740217","Wildfire","2024-08-19 08:35:17-07","2024-08-19","2024","8","2024-08-19 03:50:00-07","2024-08-19","0cc5c422-569b-45ed-b166-cfd3cfa5f074"
"San Luis Obispo","Bishop Fire","15","35.275553","-120.644048","Wildfire","2024-08-19 21:40:00-07","2024-08-20","2024","8","2024-08-19 22:31:50-07","2024-08-20","7de63eaa-38b5-4afa-a845-429ff6a1b18a"
"Santa Barbara","Grade Fire","25","34.5337178","-120.195855","Wildfire","2024-08-20 09:31:00-07","2024-08-20","2024","8","2024-08-22 01:00:00-07","2024-08-22","a23de8e2-c318-48bb-8056-b0256fc21cf7"
"San Bernardino","Pole Fire","300","34.413261","-117.172494","Wildfire","2024-07-30 09:26:10-07","2024-07-30","2024","7","2024-08-22 07:46:43-07","2024-08-22","a917a41a-20d6-4163-b82d-2568bcc94e8b"
"Tuolumne","Canyon Fire","80","37.978113","-120.21464","Wildfire","2024-08-08 15:56:00-07","2024-08-08","2024","8","2024-08-23 11:00:00-07","2024-08-23","f4b94fa8-a58e-4e0a-a566-71d35e3f8b6f"
"Los Angeles","Canyon Fire","25","34.29046","-118.288398","Wildfire","2024-08-21 10:25:58-07","2024-08-21","2024","8","2024-08-23 11:00:00-07","2024-08-23","5daa1233-03e4-4b8f-938c-ccfd3971bde5"
"Los Angeles","Motor Fire","11","34.6592518","-118.7548048","Wildfire","2024-08-23 03:50:03-07","2024-08-23","2024","8","2024-08-23 14:00:00-07","2024-08-23","03ea04f4-53d6-47a1-a553-ab52eba0ef5a"
"Fresno","Benito Fire","17","36.730979","-120.360998","Wildfire","2024-08-24 06:33:21-07","2024-08-24","2024","8","2024-08-24 14:00:00-07","2024-08-24","245e918e-6df6-4096-be50-d9921df0e306"
"San Bernardino","Wild Wash Fire","23","34.701134","-117.204094","Wildfire","2024-08-24 05:13:11-07","2024-08-24","2024","8","2024-08-24 18:41:00-07","2024-08-25","97a83444-c9d0-4fed-bf10-cf8650ce0efa"
"Merced","Solar Fire","22","37.115241","-121.033398","Wildfire","2024-08-25 08:49:19-07","2024-08-25","2024","8","2024-08-25 04:38:00-07","2024-08-25","e8b9c282-b3a6-48a3-ab48-e97a92615a25"
"Santa Barbara","Refugio Fire","86","34.506","-120.064","Wildfire","2024-08-22 17:40:32-07","2024-08-23","2024","8","2024-08-25 17:00:00-07","2024-08-26","3072d494-4c71-4f31-af3e-6b20ab08421a"
"San Diego","Proctor 8 Fire","27","32.675679","-116.92502","Wildfire","2024-08-23 10:26:12-07","2024-08-23","2024","8","2024-08-25 17:00:00-07","2024-08-26","b1dd28a1-5757-4b62-83e2-71ec6e3a36ff"
"Sacramento","Excelsior Fire","38","38.524067","-121.279094","Wildfire","2024-08-26 14:14:15-07","2024-08-26","2024","8","2024-08-26 06:53:00-07","2024-08-26","32eb6c42-4a6f-4ce9-9b47-1ad496dddd45"
"San Bernardino","Pioneer Fire","22","34.452109","-117.077204","Wildfire","2024-08-27 04:12:29-07","2024-08-27","2024","8","2024-08-27 18:15:00-07","2024-08-28","d9d0b205-3d25-47eb-bdc1-40f5b6636e04"
"Kern","Way Fire","88","35.694044","-118.426716","Wildfire","2024-08-29 03:46:53-07","2024-08-29","2024","8","2024-08-29 10:00:00-07","2024-08-29","b59f9cb4-566c-491f-99c1-262bf5f75999"
"San Bernardino","Johnson Fire","15","34.4045559","-117.559695","Wildfire","2024-08-27 11:58:39-07","2024-08-27","2024","8","2024-08-30 00:06:37-07","2024-08-30","5a5fd941-d2c6-470c-9403-fa632a127c0d"
"Sonoma","Gulch Fire","19","38.233952","-122.520366","Wildfire","2024-08-28 10:15:11-07","2024-08-28","2024","8","2024-08-30 00:11:58-07","2024-08-30","a176fc51-c857-48c5-bba6-35fcc907de72"
"San Diego","Keys Fire","18","33.2902","-117.0764","Wildfire","2024-08-28 07:38:26-07","2024-08-28","2024","8","2024-08-30 14:48:10-07","2024-08-30","9617f448-9db9-4f9a-9192-688f939658cc"
"Sonoma","Two Fire","33","38.264246","-122.743925","Wildfire","2024-08-29 08:34:53-07","2024-08-29","2024","8","2024-08-30 14:49:03-07","2024-08-30","18203802-22ca-41cb-8a32-366c82948168"
"Calaveras","Silver Fire","12","38.361834","-120.499717","Wildfire","2024-08-28 09:25:11-07","2024-08-28","2024","8","2024-08-30 16:56:00-07","2024-08-30","a3884db9-94ac-414f-883c-c71bcbf7c2e9"
"San Luis Obispo","Union Fire","11","35.655361","-120.533933","Wildfire","2024-08-31 09:15:07-07","2024-08-31","2024","8","2024-08-31 09:00:00-07","2024-08-31","ec0d1ada-cec3-4876-a613-6c4b9b3cae89"
"Los Angeles","Bichota Fire","3","34.25914","-117.856102","Wildfire","2024-08-31 09:59:00-07","2024-08-31","2024","8","2024-08-31 12:00:00-07","2024-08-31","9fe2d2a0-b5e4-49fb-8dde-7c623be9b040"
"Alameda","Vasco Fire","16","37.777334","-121.71679","Wildfire","2024-08-29 10:28:55-07","2024-08-29","2024","8","2024-09-01 01:00:00-07","2024-09-01","03ab8b8e-1942-4f12-8401-e5af993ed822"
"Fresno","Simpson Fire","47","36.98268","-118.61484","Wildfire","2024-07-25 10:07:14-07","2024-07-25","2024","7","2024-09-02 03:45:00-07","2024-09-02","07012184-4968-49bf-af0b-5781e699efb6"
"Riverside","Minton Fire","22","33.758036","-117.112489","Wildfire","2024-08-31 09:03:12-07","2024-08-31","2024","8","2024-09-02 10:12:00-07","2024-09-02","66410b74-8cbe-402a-9092-4aa366831702"
"Kern","Backus Fire","41","34.876586","-118.248827","Wildfire","2024-09-03 08:20:41-07","2024-09-03","2024","9","2024-09-03 01:00:00-07","2024-09-03","b12acb92-61f8-43ef-8285-f243476588f2"
"Tehama","High Fire","45","39.993914","-122.560451","Wildfire","2024-08-31 07:41:01-07","2024-08-31","2024","8","2024-09-04 01:14:52-07","2024-09-04","a8c7cd92-82ca-4482-bdfe-ec87a1f5b5c2"
"Solano","Robert Fire","48","38.207676","-122.156703","Wildfire","2024-09-01 06:03:59-07","2024-09-01","2024","9","2024-09-04 01:15:09-07","2024-09-04","88b1e67d-6869-4259-b9b7-7eaaf817e2a8"
"Riverside","Record Fire","517","33.8126","-116.9476","Wildfire","2024-09-01 07:23:20-07","2024-09-01","2024","9","2024-09-04 17:00:00-07","2024-09-05","fed9e05e-5772-41f1-a4f0-9318519d2691"
"Riverside","Post Fire","264","33.773143","-117.297767","Wildfire","2024-09-04 08:55:43-07","2024-09-04","2024","9","2024-09-04 17:00:00-07","2024-09-05","266dcba8-5dd3-467d-988f-a49f8166694b"
"Los Angeles","Apollo Fire","800","34.77011","-118.53335","Wildfire","2024-09-10 04:46:36-07","2024-09-10","2024","9","2024-09-09 17:00:00-07","2024-09-10","b84f3e58-3a60-4424-8ea9-3aa7a3d27c58"
"Mendocino","Pine Fire","18","39.351831","-123.186117","Wildfire","2024-09-06 05:14:39-07","2024-09-06","2024","9","2024-09-09 17:00:00-07","2024-09-10","a8738494-879c-4588-a7c5-13a9419b2c9a"
"Kern","Train Fire","48","35.2659","-118.62193","Wildfire","2024-09-09 09:07:20-07","2024-09-09","2024","9","2024-09-10 05:21:06-07","2024-09-10","aa8bcbc8-31af-4d8a-b0d8-9351974cf51f"
"Contra Costa","Willow Fire","62","38.0115396","-121.997014","Wildfire","2024-09-11 06:19:00-07","2024-09-11","2024","9","2024-09-11 13:29:00-07","2024-09-11","70f3bd6a-1888-4eb7-8a88-db21c81ba049"
"San Diego","Roblar Fire ","1000","33.4088","-117.3623","Wildfire","2024-09-07 07:03:11-07","2024-09-07","2024","9","2024-09-11 13:33:57-07","2024-09-11","317db5a2-a6f0-43b8-b1b1-1e90a60124d7"
"Lake","Boyles Fire","81","38.92934","-122.61065","Wildfire","2024-09-08 07:45:26-07","2024-09-08","2024","9","2024-09-11 13:37:40-07","2024-09-11","0d74ddd7-8a31-4014-8f25-d1e1eebca140"
"Amador","Wicklow Fire","63","38.361232","-120.814317","Wildfire","2024-09-09 06:15:11-07","2024-09-09","2024","9","2024-09-11 13:38:49-07","2024-09-11","482388dc-66e4-408d-bc60-01ce780ed0d8"
"Humboldt","Mill Creek 4 Fire","25","41.1088","-123.6761","Wildfire","2024-09-07 09:12:16-07","2024-09-07","2024","9","2024-09-12 10:00:00-07","2024-09-12","6f67d619-6533-4889-a740-c0d018ae9cda"
"Fresno","Ripple Fire","15","36.682583","-119.189459","Wildfire","2024-09-15 08:19:28-07","2024-09-15","2024","9","2024-09-15 16:53:47-07","2024-09-15","61e2fd92-51f6-403e-8448-cc94014c5cc1"
"Sonoma","Cougar Fire","53","38.145843","-122.485218","Wildfire","2024-09-15 06:16:20-07","2024-09-15","2024","9","2024-09-15 17:00:00-07","2024-09-16","43d81aa4-9deb-4235-bfdd-332cb4d60f16"
"Kern","Borel Fire","59288","35.515","-118.6836","Wildfire","2024-07-24 05:59:10-07","2024-07-24","2024","7","2024-09-15 17:00:00-07","2024-09-16","cdbc2cd1-1679-4161-9235-df8e7137efa1"
"Santa Barbara","Rosa Fire","20","34.59556","-120.35679","Wildfire","2024-09-16 13:08:21-07","2024-09-16","2024","9","2024-09-15 17:00:00-07","2024-09-16","0eabd5ea-c1e1-421a-a70a-12285cdaf62e"
"Sierra","Bear Fire","3323","39.596704","-120.21859","Wildfire","2024-09-02 07:09:00-07","2024-09-02","2024","9","2024-09-19 10:30:00-07","2024-09-19","5b4a7dbe-b514-4994-ad30-92dbffb34d52"
"Fresno","Phelps Fire","35","36.15407","-120.259824","Wildfire","2024-09-19 13:34:58-07","2024-09-19","2024","9","2024-09-19 22:13:00-07","2024-09-20","d915cd6a-951f-473b-89e3-d75c5f47abd6"
